Day,Gross PnL,Commission,Net PnL,Turnover,Cumulative PnL
368,485.21999999999815,16.344464,468.87553599999814,163444.63999999998,1813.4177530000043
369,-204.6499999999969,16.547026,-221.1970259999969,165470.25999999998,1592.2207270000074
370,-102.42000000000209,18.476387,-120.8963870000021,184763.87000000002,1471.3243400000053
371,-1024.9699999999993,20.082196,-1045.0521959999994,200821.96,426.27214400000594
372,-98.81999999999636,18.149783,-116.96978299999635,181497.83000000002,309.30236100000957
373,-102.50000000000102,20.385607000000004,-122.88560700000103,203856.07000000004,186.41675400000855
374,204.35000000000332,17.605721000000003,186.7442790000033,176057.21000000002,373.16103300001186
375,56.2600000000009,15.979154000000001,40.2808460000009,159791.54,413.44187900001276
376,814.8199999999956,15.970372000000001,798.8496279999956,159703.72,1212.2915070000083
377,-1051.7799999999993,15.756063000000001,-1067.5360629999993,157560.62999999998,144.755444000009
378,-288.81000000000034,16.656749000000005,-305.46674900000033,166567.49000000002,-160.71130499999134
379,-536.9399999999994,16.063927000000003,-553.0039269999994,160639.27,-713.7152319999907
380,-1092.240000000003,13.549427000000001,-1105.789427000003,135494.27,-1819.5046589999936
381,-201.2299999999973,14.285246,-215.5152459999973,142852.46000000002,-2035.0199049999908
382,549.9300000000006,18.995658,530.9343420000006,189956.58000000002,-1504.08556299999
383,-174.26000000000482,16.249882,-190.50988200000484,162498.81999999998,-1694.595444999995
384,409.7800000000022,12.073310000000001,397.7066900000022,120733.1,-1296.8887549999927
385,-2104.080000000003,16.873918999999997,-2120.953919000003,168739.18999999997,-3417.842673999996
386,726.0500000000015,14.674231,711.3757690000016,146742.31,-2706.4669049999943
387,1236.7300000000027,15.981336,1220.7486640000027,159813.36000000002,-1485.7182409999916
388,-889.1500000000001,12.971417,-902.1214170000001,129714.17000000001,-2387.8396579999917
389,383.29999999999586,12.428405,370.87159499999586,124284.04999999999,-2016.9680629999957
390,-617.749999999997,13.187564,-630.937563999997,131875.64,-2647.905626999993
391,-140.9600000000028,12.315867,-153.2758670000028,123158.66999999998,-2801.181493999996
392,-1239.3499999999979,14.655766999999999,-1254.0057669999978,146557.66999999998,-4055.1872609999937
393,-699.2099999999995,13.361041000000002,-712.5710409999995,133610.41,-4767.758301999993
394,279.63999999999936,11.126844,268.51315599999936,111268.44,-4499.245145999994
395,-1408.9399999999987,16.463624000000003,-1425.4036239999987,164636.24,-5924.6487699999925
396,-393.5399999999993,14.001152000000001,-407.5411519999993,140011.52000000002,-6332.189921999991
397,365.60999999999797,14.498572999999999,351.11142699999795,144985.73000000004,-5981.078494999993
398,223.95000000000226,12.824404000000003,211.12559600000225,128244.04000000002,-5769.952898999991
399,-1230.700000000002,12.891045000000002,-1243.5910450000022,128910.45000000001,-7013.543943999993
400,756.2000000000015,12.880443,743.3195570000015,128804.43,-6270.224386999991
401,191.20999999999623,15.764055,175.44594499999621,157640.55,-6094.778441999995
402,-566.8000000000031,14.788622,-581.5886220000032,147886.22,-6676.367063999998
403,-447.4499999999987,13.204006,-460.6540059999987,132040.06,-7137.021069999997
404,-724.6300000000001,12.670691999999999,-737.3006920000001,126706.92,-7874.321761999997
405,-835.3500000000015,13.144891,-848.4948910000015,131448.91,-8722.816652999998
406,-340.2899999999988,13.930698000000001,-354.22069799999883,139306.97999999998,-9077.037350999997
407,570.7399999999993,13.821665000000003,556.9183349999993,138216.65000000002,-8520.119015999999
408,396.2000000000015,13.215857,382.9841430000015,132158.57,-8137.134872999997
409,531.4299999999946,14.795586,516.6344139999946,147955.86000000002,-7620.500459000003
410,231.96000000000114,14.847767,217.11223300000114,148477.66999999998,-7403.388226000002
411,2073.6400000000026,15.012619,2058.6273810000025,150126.19,-5344.760844999999
412,388.1899999999996,17.100063000000002,371.0899369999996,171000.63,-4973.670907999999
413,58.94999999999874,15.016947000000002,43.933052999998736,150169.47,-4929.737855
414,502.0499999999972,15.978139,486.0718609999972,159781.38999999998,-4443.665994000003
415,-4.679999999998813,18.334172000000006,-23.01417199999882,183341.72000000003,-4466.680166000002
416,-510.7700000000038,16.359979000000003,-527.1299790000038,163599.79,-4993.810145000006
417,-1589.7499999999989,18.477954,-1608.2279539999988,184779.54,-6602.038099000005
418,-630.9699999999964,13.728012000000001,-644.6980119999964,137280.12,-7246.736111000001
419,-417.08000000000357,15.706563,-432.7865630000036,157065.63,-7679.522674000004
420,-259.420000000001,17.978809000000002,-277.398809000001,179788.09,-7956.9214830000055
421,376.5600000000011,13.554951999999998,363.00504800000107,135549.52,-7593.916435000005
422,-197.07000000000232,17.080286000000005,-214.15028600000232,170802.85999999996,-7808.0667210000065
423,-857.3499999999984,15.700174,-873.0501739999984,157001.74,-8681.116895000005
424,234.8899999999981,14.279924,220.61007599999812,142799.24,-8460.506819000006
425,-300.00000000000273,16.277003999999998,-316.2770040000027,162770.03999999998,-8776.783823000009
426,464.8600000000008,12.738242,452.1217580000008,127382.42,-8324.662065000008
427,-1226.110000000001,13.631153,-1239.741153000001,136311.53,-9564.403218000009
428,-11.549999999999272,12.330323,-23.880322999999272,123303.23,-9588.283541000008
429,-953.9900000000002,15.148705,-969.1387050000002,151487.05,-10557.422246000007
430,-1098.7499999999966,13.831823000000002,-1112.5818229999966,138318.23,-11670.004069000004
431,382.1399999999998,12.673365,369.4666349999998,126733.65,-11300.537434000003
432,568.4800000000035,14.849769,553.6302310000035,148497.69,-10746.907203
433,754.6099999999977,12.132185000000002,742.4778149999977,121321.84999999999,-10004.429388000002
434,-678.3100000000006,12.849462,-691.1594620000006,128494.62,-10695.588850000004
435,-69.59999999999663,16.08794,-85.68793999999663,160879.4,-10781.27679
436,772.2999999999984,12.70275,759.5972499999983,127027.5,-10021.679540000001
437,-268.19999999999857,13.628704999999998,-281.8287049999986,136287.05,-10303.508244999999
438,-169.76999999999964,14.455884000000001,-184.22588399999964,144558.84,-10487.734128999999
439,117.73000000000013,16.200647000000004,101.52935300000013,162006.46999999997,-10386.204775999999
440,-532.4800000000022,13.231797,-545.7117970000022,132317.97,-10931.916573
441,86.65999999999815,14.28446,72.37553999999815,142844.6,-10859.541033000003
442,-673.2800000000016,14.141893000000001,-687.4218930000015,141418.93000000002,-11546.962926000004
443,-753.8900000000017,14.867287000000001,-768.7572870000017,148672.87,-12315.720213000006
444,242.95000000000346,13.397087999999998,229.55291200000346,133970.87999999998,-12086.167301000003
445,102.43000000000211,14.702608000000001,87.72739200000211,147026.08000000002,-11998.439909
446,308.81999999999965,12.485591000000001,296.33440899999965,124855.90999999999,-11702.105500000001
447,289.98999999999967,15.122438000000002,274.8675619999997,151224.38,-11427.237938000002
448,-702.2100000000046,14.094644,-716.3046440000046,140946.43999999997,-12143.542582000007
449,-712.789999999999,15.076794,-727.866793999999,150767.94,-12871.409376000007
450,108.28000000000014,14.780769,93.49923100000015,147807.69,-12777.910145000007
451,-115.22999999999584,16.386692,-131.61669199999585,163866.92,-12909.526837000003
452,-604.5300000000041,13.643925,-618.173925000004,136439.25,-13527.700762000008
453,722.6000000000023,16.216921000000003,706.3830790000023,162169.21,-12821.317683000005
454,-266.54000000000127,18.207838000000002,-284.74783800000125,182078.37999999998,-13106.065521000006
455,416.19000000000244,14.835968000000001,401.35403200000246,148359.68000000002,-12704.711489000003
456,1490.3099999999936,15.933373,1474.3766269999935,159333.72999999998,-11230.334862000009
457,1156.6700000000026,16.849674999999998,1139.8203250000026,168496.74999999997,-10090.514537000006
458,878.7100000000017,14.24802,864.4619800000017,142480.2,-9226.052557000005
459,-142.0399999999994,12.199876,-154.23987599999938,121998.75999999998,-9380.292433000004
460,-819.7600000000008,10.873164000000001,-830.6331640000008,108731.64,-10210.925597000005
461,-414.2199999999994,11.844826999999999,-426.0648269999994,118448.27000000002,-10636.990424000005
462,1003.9400000000002,14.129578,989.8104220000001,141295.77999999997,-9647.180002000005
463,1274.7099999999991,10.040396,1264.669603999999,100403.96,-8382.510398000006
464,140.22999999999996,9.536863,130.69313699999995,95368.62999999999,-8251.817261000006
465,616.6100000000004,9.910726,606.6992740000004,99107.26,-7645.117987000005
466,127.70999999999908,11.494761999999998,116.21523799999909,114947.62000000001,-7528.902749000006
467,-767.9999999999991,9.753874,-777.7538739999991,97538.73999999998,-8306.656623000006
468,-626.0199999999969,12.328695000000002,-638.348694999997,123286.95,-8945.005318000003
469,310.0499999999976,12.725477,297.3245229999976,127254.77,-8647.680795000006
470,687.2199999999996,13.951394000000002,673.2686059999995,139513.93999999997,-7974.412189000006
471,-891.2799999999975,18.176236999999997,-909.4562369999975,181762.37,-8883.868426000003
472,-99.13999999999874,18.861477,-118.00147699999874,188614.77000000002,-9001.869903
473,-889.759999999998,13.336304000000002,-903.096303999998,133363.04,-9904.966207
474,742.2399999999983,12.388253,729.8517469999983,123882.53,-9175.11446
475,183.33000000000143,18.511492999999998,164.81850700000143,185114.93000000002,-9010.295952999999
476,477.35999999999814,17.23984,460.1201599999981,172398.40000000002,-8550.175793
477,-550.8000000000028,14.099569,-564.8995690000028,140995.69000000003,-9115.075362000003
478,-630.4300000000012,10.853990000000003,-641.2839900000012,108539.90000000001,-9756.359352000005
479,99.18000000000184,14.318669000000002,84.86133100000184,143186.69,-9671.498021000003
480,35.35999999999906,13.640844,21.71915599999906,136408.44,-9649.778865000004
481,-207.36999999999944,14.262615,-221.63261499999945,142626.15,-9871.411480000002
482,190.91000000000292,13.292587,177.61741300000293,132925.87,-9693.794066999999
483,-910.800000000002,12.701507,-923.501507000002,127015.07,-10617.295574000002
484,-224.40000000000293,15.057425,-239.45742500000293,150574.25,-10856.752999000004
485,-183.19999999999806,15.955590000000003,-199.15558999999806,159555.9,-11055.908589000002
486,456.6399999999978,15.877701000000002,440.7622989999978,158777.01,-10615.146290000004
487,-408.5299999999977,16.207147999999997,-424.7371479999977,162071.48000000004,-11039.883438000003
488,-1180.1300000000017,13.471916,-1193.6019160000017,134719.15999999997,-12233.485354000004
489,-299.4799999999978,14.730245000000004,-314.2102449999978,147302.44999999998,-12547.695599000002
490,-563.4200000000003,15.813129000000002,-579.2331290000003,158131.29,-13126.928728000003
491,-228.82000000000195,17.205312000000003,-246.02531200000195,172053.12000000002,-13372.954040000004
492,44.659999999998035,13.470687999999997,31.18931199999804,134706.87999999998,-13341.764728000006
493,126.40999999999747,15.558145999999999,110.85185399999747,155581.46,-13230.912874000009
494,283.99999999999824,15.692532,268.30746799999827,156925.32,-12962.60540600001
495,-65.26999999999863,14.659388,-79.92938799999862,146593.88,-13042.534794000008
496,493.27999999999906,11.304155000000003,481.9758449999991,113041.55,-12560.55894900001
497,-1155.929999999997,10.723264000000002,-1166.653263999997,107232.63999999998,-13727.212213000006
498,-1187.2400000000036,10.137258,-1197.3772580000036,101372.58,-14924.58947100001
