,ALGO,AENO,LSST,SRNA,ELLT,AMRP,OTCS,HETT,HUXZ,DUCT,SMAH,NPCK,MSDP,EORC,CUBO,HRET,ANSO,DIHO,RTTH,SPLZ,NWIG,MMBT,MDGI,AGVF,RRES,CTGI,ALUT,ACAC,SRTX,GARI,RCRI,ACIX,CCNS,MTNS,IHOZ,NAYO,FWWG,EELT,HRND,AETS,ULXY,BLBT,BENI,ITPA,HTRK,NGTE,ILVX,FCSG,FARS,MHRM,EAFC
NPCK,0.004064397131232796,0.0028207486761513004,0.0014451487178680847,0.0038877408116561986,0.0010103380148184394,0.008318040907468486,0.0021072045970986636,0.005229917939082918,0.0051564590164155065,0.003067379563652116,0.002624824269280247,0.004073012357516731,0.003329090163123694,0.00102320665504382,0.00288030755319647,0.00463691701768956,0.004124028353990915,0.0008890603218691384,0.0038023316692462877,0.003038691170369435,0.003399713340575026,0.0008814650219752741,0.0020404148688365903,0.0022981945750022506,0.0015239508501803372,0.0033881853891654283,0.007779690024851477,0.002698371736320127,0.002403857517613432,0.006986648809459112,0.0034917331571436856,0.0054004917628446975,0.00402553988025765,0.009774582756889083,0.002172401341880495,0.013636331690930795,0.0007070544532933407,0.004352478258236486,0.008730923291367966,0.0037359357686707877,0.0017501054847317305,0.006594922460176029,0.003756093192841428,0.0033847514574304543,0.00520633547751092,0.010727700985330404,0.006333279229362871,0.002363941366416532,0.004367259090560852,0.002403568942337471,0.0038587428678828126
MSDP,0.0012983271881649755,0.0011493525057681895,0.002991876978009053,0.002668733896070894,0.001504415471418356,0.005027158378269949,0.010730809133645984,0.00877427654228967,0.00699755592512284,0.004053195215448785,0.0030885253020071675,0.002722813319067271,0.00035629193033275886,0.001358035776619311,0.010290605765632777,0.005236238295933596,0.00609844837215464,0.005683071749453683,0.0004884710594162053,0.0016422690744012556,0.0031238299437004527,0.006754615198862175,0.003509637879943194,0.0031517530367044556,0.0005719579467599616,0.0016880684627120172,0.0014052656987665099,0.003260440212694138,0.0043126026535158166,0.0015365234035741877,0.007953959119593533,0.0012165566825325116,0.0023361846512511587,0.0023449652140002694,0.004062528916488485,0.0009831641641631379,0.003574276709454623,0.003123752733345101,0.0038500424560635495,0.0030091993331104183,0.005619493273606757,0.0043720522468641545,0.0010716076922161486,0.007863319879490405,0.0029478476417073123,0.002139276560724721,0.010534621759591654,0.0021396257155103134,0.0025241042803547387,0.006240170129744451,0.002302279550002429
EORC,0.0016239343763383048,0.006536411632429857,0.002207787152851517,0.00257309817079812,0.0006674481668377625,0.004924152959125343,0.004274490599703598,0.0018255143604133184,0.0036984069411918046,0.0026363787725093043,0.0063184514498597945,0.0012410467712595929,0.0009063418376858146,0.005621150234895086,0.002478942122393607,0.003102619780330885,0.003943951904600548,0.00783368823959767,0.00407168508995198,0.0013656387509436625,0.002634447087531848,0.010610646703013746,0.0019965493092176513,0.006932169626478895,0.0035101831695885186,0.001197347873340483,0.0027092390352341927,0.0009632136751207534,0.0038273926607906225,0.007106905827549675,0.0062331470641553335,0.003967069991579384,0.007155137162418411,0.002185095160001909,0.0013653879541241885,0.0025715314609577322,0.001705144463987656,0.005580830110193485,0.004596221702644669,0.00017703168983010647,0.007937995581647888,0.007112125772671279,0.0009538677595658136,0.005661604663782897,0.0021086877435476225,0.005480009751891864,0.0030230012524862897,0.0024751062226088796,0.006844140226717588,0.0035591892874004168,0.0007591557418534841
CUBO,0.005534467631966383,0.008770906778347631,0.0067836550252858546,0.00022694590617249912,0.006708858318584332,0.008679454695851473,0.012135937804745325,0.0026321218477184105,0.007264528342976187,0.0014361984382835011,0.0035656726393690965,0.0025937003240649632,0.0029467779333801347,0.005578845223352157,0.0027629100695260858,0.010053536946210542,0.001310958147983654,0.0017787122917696518,0.0036762378877266922,0.007208835910211778,0.0017779760169364962,0.004836896583969866,0.004586047398824356,0.0007480851129437055,0.0012976361430348609,0.004493520767375332,0.0006776939390058323,0.00247284154310175,0.002567600169997769,0.005854764557635093,0.004624627821109402,0.002690890305753391,0.005560368013345953,0.01094737561551705,0.005649129675045779,0.0018528528722388648,0.005178579355228162,0.004114079230359936,0.005745755702208911,0.010515590920784315,0.003215941051272507,0.0007220546975876267,0.005153874372911093,0.0023855542440239085,0.003939706394334552,0.002118197440244828,0.01603660795293072,0.0026942100425474715,0.0006706300004702148,0.013233761541970843,0.007089309026356395
HRET,0.002111189276751165,0.007446680118799281,0.003495540970142789,0.00037218721347971,0.005627170724511785,0.01288436189515492,0.003078262102251844,0.0002996377564580341,0.0030548324465943626,0.006552605720597208,0.0015968846120399756,0.0007385967489848284,0.0024823020937117355,0.0013027791956183058,0.007612523403156584,0.004542146021716445,0.0026808618286186265,0.0018025608619645162,0.0007976544114577126,0.0036992252368760626,0.003790623602641669,0.0015610383566858604,0.0038934959012581483,0.004907426000262298,0.0022352026166340064,0.0036306118308753934,0.003896124536777855,0.0014881360765428234,0.009257172293793067,0.011901178712101262,0.004276747528263521,0.002195871340781157,0.002084388930845511,0.004823505580672569,0.0025874129234855093,0.0006211176107532937,0.007636935772965182,0.0028953236553719746,0.0065553577852572225,0.003140500223616508,0.007151483054077211,0.0023350219242705443,0.004367824146419843,0.0067298581048950545,0.004099905134962185,0.0002190746530595692,0.0016671773072065039,0.009452938195551921,0.003480971863116437,0.0008885854675432215,0.00344377254156278
ANSO,0.0032576251363482626,0.0011353475250421817,0.002631011824803818,0.0018455806694504702,0.0033650475845573378,0.009029994607056953,0.0012907479858740509,0.0012216415127425818,0.0009082116459331632,0.013084573556340226,0.009043622821237282,0.0007031488628026373,0.00292587324721103,0.000834654192010475,0.0034381700631301755,0.0020672228282116152,0.0039862031414796655,0.01303412228424736,0.010616825032776191,0.016126474698029643,0.011169114363409166,0.010129437626151972,0.0028616710875260312,0.0023285732383298893,0.00013372875041064557,0.0012042832386135538,0.0020298663120485623,0.008490287701490696,0.002398825862400664,0.01839458285080965,0.006531482108275147,0.004940011250309722,0.003425629251312003,0.007147007385790074,0.007342609564324254,0.0035704307617637817,0.001498818859817801,0.006035380812409126,0.010247106776433836,0.0014117554289076809,0.0019230292451815631,0.014681134180278759,0.0036210171638857225,0.004034724189895873,0.002351316157564708,0.001441423669308068,0.0019792410657747984,0.0008068773513165949,0.0034315504967293263,0.01046657969407272,0.002702193781832306
DIHO,0.00851565678857724,0.005052956008566926,0.00961910011740719,0.006067711653063223,0.00018352725620588177,0.003950845133100275,0.0007588640679940181,0.004193236607274203,0.005395301893602565,0.0046012942993402806,0.0028196941456279864,0.0026860830829076943,0.003272855710566236,0.0010400672089142023,0.00298947078417516,0.004225472288187156,0.012485697699659997,0.0030095796519974214,0.0002528814033264052,0.009838119261986751,0.003086023991962776,0.003568709784575027,0.0015600389648728783,0.010019121056256004,0.007619805554545205,0.004314471541773798,0.0013437971758118606,0.005559337948029967,0.0024768300621796956,0.0038173352907700867,0.005820092940567366,0.001702267988403297,0.0011542376487808995,0.004222537291561581,0.0021902846641089005,0.014176843937526797,0.0019329563033423352,0.0011073325741144209,0.008838419516904315,0.001978737545861973,0.007156728077813888,0.0024321601777865243,0.004464702809378976,0.00017487463251296973,0.004219236174796328,0.003564684963236992,0.0038338837511897646,0.005052046512261894,0.004073545429115704,0.0025926321486036616,0.005415493990958481
RTTH,0.00125528012615335,0.004702484645841982,0.005897958786303281,0.0036716564585000644,0.0021950034393614032,0.007554190882502084,0.003907272603215224,0.001463294841652761,0.00751513920513238,0.0053889113211433755,0.001905263599585266,0.006841930112465637,0.0038917981503637754,0.005588599413800348,0.008272059802569943,0.0035745910418317085,0.002172858760384028,0.006549698421139833,0.0016351561031711925,0.0022722752450405215,0.009112139911900487,0.0033321981367028432,0.0003880457013877613,0.004427142550698586,0.0008027501513381734,0.003694681613043923,0.007607335869709887,0.0008451117356985428,0.008667597976267403,0.0027437036574587507,0.0022150495423526482,0.0019257783559321496,0.002374329380046676,0.0024084464486545058,0.0016409593694356808,0.0032198137583982524,0.003748103323808257,0.004548018128781521,0.005298935123885511,0.0032104496415260586,0.006154195198757092,0.0012255856187737288,0.005841457587475554,0.014981178030035305,0.002447837895629846,0.0035070144301523887,0.002003437653349866,0.0006972866273141981,0.0038568752498152267,0.0059234413854676,0.008097477384939666
SPLZ,0.00252751550585809,0.005461672468162041,0.003313820586625679,0.004715932675186114,0.00011005072771533243,0.01031711378496802,0.013160217678553146,0.001812083906791732,0.0032249037302388844,0.0014262493301967019,0.00433060090023854,0.004922162552281363,0.0024168383200613847,0.002257241051441995,0.012032042677411488,0.008015891598209583,0.0003000908239977336,0.002357939186399375,0.006373645909325551,0.0044228608382800225,0.0015479616947115344,0.004062471110199227,0.005601479668137436,0.0015864377174492376,0.008142842927846755,0.004839739415726983,0.0009291213689899954,0.004247908930795416,0.0016363416404259947,0.005276459238132858,0.0016701340552395545,0.0044721011930239,0.0039032216919238256,0.003974676326612657,0.004255442189749941,0.0028569417437618455,0.004431050714503273,0.0011158221060369134,0.008700437180907707,0.003497983475658141,0.005856583034394032,0.0016050054100789852,0.0014099092948956626,0.0008610945178177113,0.0022124325856200597,0.0009690648013093465,0.003504991032081928,0.003700800476159005,0.0031988510751649636,0.015970884585625997,0.0025179528074447486
NWIG,0.0024688297330197305,0.013647475804890577,0.006279866913044101,0.00225245871691861,0.006006480123471063,0.0031953983163933147,0.0014513862741225882,0.001974099204553473,0.0004798031811214967,0.003647761394573403,0.009382268786650778,0.0004849668191986864,0.0023831578135520568,0.004594226043631889,0.008274171114842134,0.0035735997521079027,0.0008694761947115326,0.0027279057258886687,0.002766578779224361,0.005306167970623081,0.001044470816407705,0.0029627297607450424,0.0031496623851442864,0.0024203301748715825,0.003590856672374118,0.0027876970434169025,0.007126780994411606,0.004137107504761456,0.006251713314491151,0.00263611934854837,0.0031741672627654998,0.002674891808735255,0.001703953798353238,0.0025267021057199784,0.003940374528669196,0.007541339783032459,0.005354408873069306,0.006488880089262149,0.00717059660690909,0.0023864000359103445,0.0010354987156493151,0.0021211184400559743,0.0007337252325677564,0.0008199135373457359,0.0021597515481000555,0.002309875727590253,0.0016702821632150512,0.0030619709255089653,0.002021773273849616,0.0022951006612765643,0.0005916629839836066
MMBT,0.0015351023291014726,0.0026763315613148562,0.0024683155789557622,0.007458113304885609,0.004418777583460832,0.006469860746387971,0.0013361971749330176,0.0015370466892145399,0.001723534586870426,0.0024180823512647553,0.0008264364082621626,0.006308262165892118,0.010864284022345672,0.002527378280154952,0.012147220113271663,0.013361627472487071,0.002597063765896107,0.005098037643429542,0.0035497605446621443,0.00440743852420096,0.002588803874821028,0.0014627327441835932,0.00477252905570768,0.0014969166670626283,0.0004555836962410846,0.006537234066531351,0.00041653184925722004,0.008365123577668353,0.0061800450079232405,0.0015792155558009922,0.0084454183353115,0.0017884514270071396,0.0019673236197857206,0.015722812435589706,0.0015908678322890234,0.0076404523443109745,0.009553012606831859,0.0014810120526331152,0.009130332667499158,0.0031998033250721647,0.007676260313572178,0.00117483214410616,0.01696400296743223,0.0028794714634294387,0.002179461831084044,0.002798119910073284,0.006005979878072646,0.007100882584886701,0.00075142519876248,0.004548398690948531,0.004699577240146871
MDGI,0.007281607906524327,0.0026569096483093496,0.0010299175775063557,0.000956247004310518,8.314576879972393e-05,0.008796391001523296,0.002020211110556774,0.0013529008577995646,0.0014007135137995292,0.003960348615473369,0.001317370145510686,0.002547772777424861,0.003576702811576224,0.005454246035157286,0.008224045687628677,0.0033637485768104815,0.012004761844668227,0.010016553851839114,0.0019983036112648823,0.0007992467385897835,0.0010848134045276557,0.0041750276329519335,0.00400892673378782,0.001960197830489084,0.004940659820538979,0.001645304821741145,0.003637035930913069,0.004999075611169475,0.008127899336730679,0.010141507227951176,0.001235969993427873,0.003916734451207701,0.0014579546968991539,0.008281452401300151,0.0023598292583118284,0.0012774870874302366,0.004929079643062938,0.008215079852262393,0.0010922983613601354,0.002006282213342726,0.01056867909361101,0.003601982277106155,0.004302429046725331,0.004371513122840929,0.0016912411624395943,0.005255290488477338,0.003205213417195915,0.000701550879725398,0.0033927285362397416,0.0029902938869500566,0.005355282872896666
AGVF,0.0016755766496959362,0.00861206221795121,0.002281153096204005,0.010323257010085362,0.0009291779215655832,0.002491307182072529,0.0034988473987015573,0.002152510759222811,0.0023006431158922626,0.01143342537283678,0.001491535910247846,0.003045874828969064,0.0028142868667505915,0.012958888826134201,0.01767673552879384,0.005626445590354873,0.008550404475880145,0.008344235223673835,0.001294072455801148,0.001742867170731612,0.005687600891991192,0.006621618143741281,0.003421395618014743,0.0011739829843039197,0.0046816253232405255,0.000982216589034481,0.00590724586866785,0.0013358352141482769,0.0003821499019761903,0.00333331461778932,0.003124711141114644,0.0011373292996275479,0.006077033670281975,0.003344464820829532,0.007415754854450566,0.0035823599174367,0.013988677030338684,0.00513757369424822,0.0028505900082802828,0.0029128741847932525,0.006075123716069093,0.0027369427108848727,0.00256169814872554,0.002924251046864168,0.007352287965017128,0.008572753648213676,0.0030062950862162086,0.0007823653018184194,0.002253220574354883,0.0014004780078222799,0.005228257818999771
RRES,0.001504901383431595,0.009729600266316946,0.000927857492004228,0.016385262108601324,0.001643909027778289,0.0013862598423099327,0.0034284930333908737,0.0024932762141286237,0.0046688522431590634,0.001590337180790614,0.0021193934263573065,0.005164635226209659,0.007270085771263335,0.009191507653493516,0.004564745906465344,0.007609654948852643,0.006493995448086442,0.0030912829252762175,0.015652723908739365,0.001164370414471013,0.0009838554230948357,0.0029791934593975215,0.003585938386206588,0.00023255666194917806,0.0011560706223804366,0.005159509157764109,0.00022176963586982568,0.0051594515659982125,0.0072096622816296505,0.0006217598095045081,0.010630348406614303,0.0014296365461235264,0.007487325790994922,0.003567549313343129,0.0011402715898177454,0.0026372982525773745,0.0023135570384121024,0.0006318645367736058,0.002322689358058667,0.00216424315967643,0.008961490586687939,0.0004097292501896873,0.0052937730317024236,7.399553273386592e-05,0.004437455354145942,0.0028259047874783826,0.007017663398230067,0.0015716271997187592,0.00867138754988182,0.0010510539360617903,0.002042023083766503
CTGI,0.0012771152326097844,0.015520805177108719,0.0034073632390086202,0.005179617808070858,0.006325043820064455,0.004278287976593834,0.002390658101862732,0.010368197481220552,0.0035665309330721335,0.0011166608943330714,0.005830441924098916,0.0009436008428073579,0.00011159004858892342,0.00752875311945931,0.0019532243290097066,0.004817907937767183,0.0011290781601973245,0.0038254490821507565,0.004159978384831509,0.0004931745507181517,0.0026920253852314655,0.004976496169420608,0.006668648809800254,0.004782166931038999,0.00016207683898726878,0.0025647635980130014,0.0058769239317428106,0.003341889917213149,0.0028446911986578782,0.0019359375140454776,0.0008169366142402124,0.0020284779303176865,0.0008434783962233475,0.0010176269735913566,0.005828455935732764,0.0010693468334550277,0.001380517674901177,0.002655179041095822,0.0024367596817158844,0.006473674564804485,0.016590715021187474,0.002976104256325723,0.0024315897748049585,0.002968948151054849,0.0039192587368175645,0.015782915122330723,0.0029879218490152185,0.000810521367770372,0.001060072482184397,0.0024238182167181516,0.004209656547861014
ALUT,0.002745319341296515,0.00602728405429899,0.005911355924102685,0.0019377871759745568,0.003211479381245913,0.004311109591123668,0.006696033633285029,0.00604673945046149,0.005127346862629972,0.0074494221383154605,0.0030681760531000636,0.0036960159740336103,0.004493057714762172,0.011477395684709304,0.010635225264021692,0.0027046301274549003,0.0022989351046740474,0.01113987369949495,0.0006958444049060507,0.000922717422580023,0.004754199616317031,0.0021108791725717403,0.009988856053050315,0.00150954227936507,0.0016725627443056178,0.0017394107905552613,0.0032250680480616738,0.0032968305046097487,0.004534310564427474,0.0043069464829446555,0.005073106719400176,0.005113746887313277,0.003565463584635383,0.0036870798474889915,0.008569288845613483,0.007029545112702429,0.001461374861956285,0.0012818690622368864,0.0053418126552797,0.0036787869214093324,0.00607082641052609,0.0036273945329570387,0.005693582337780592,0.00842375307783992,0.010969009775369793,0.007596611098727453,0.0011437719562426875,0.006411475610912144,0.006240956532332277,0.005416865284373025,0.0017117610779760484
