,ALGO,AENO,LSST,SRNA,ELLT,AMRP,OTCS,HETT,HUXZ,DUCT,SMAH,NPCK,MSDP,EORC,CUBO,HRET,ANSO,DIHO,RTTH,SPLZ,NWIG,MMBT,MDGI,AGVF,RRES,CTGI,ALUT,ACAC,SRTX,GARI,RCRI,ACIX,CCNS,MTNS,IHOZ,NAYO,FWWG,EELT,HRND,AETS,ULXY,BLBT,BENI,ITPA,HTRK,NGTE,ILVX,FCSG,FARS,MHRM,EAFC
SMAH,0.10747222994712681,0.030208853738161782,0.024241707961915056,0.02665478146384033,0.023399556296008747,0.03892940673380847,0.00867608408558669,0.030484501591458532,0.034441508870059936,0.05610883593741866,1.5033917452053736,0.02473128274497561,0.02199749454183051,0.040986744399153695,0.037381697542909834,0.021718468789800337,0.02118757136580885,0.007881520538320076,0.004163743744112384,0.009791466817746848,0.014603101281861758,0.009318748212556942,0.02013280403352194,0.021610399616673368,0.016740260873830067,0.006402583627740236,0.01329013157434255,0.034744208228477895,0.038351328350789554,0.00709327596129896,0.010875635859099425,0.010502217850394943,0.0036329965433594645,0.03336547076829028,0.03369173525003921,0.01029371171698023,0.024057934224852646,0.0029029707253663585,0.012038104167185287,0.016233670279119414,0.02462589407089545,0.034191529098160645,0.05618740599650065,0.024739123701847388,0.043766661184829386,0.014599978023898421,0.04186277779836481,0.010105420203603374,0.023116852599328767,0.01652812134515472,0.020169896352934286
NPCK,0.0847551840997733,0.02823991803840062,0.02930596479996382,0.03659892022560806,0.014543456134669543,0.033011126113187746,0.008647879322559067,0.025557171624259543,0.012831280747443344,0.023960719883170237,0.024731282744975616,1.5202126811046701,0.02702868688332645,0.04387389922021114,0.050301117801707686,0.026291104366319498,0.019039182563981884,0.007007884887570539,0.00693354690870886,0.005822563523136457,0.02331830154939437,0.004191133871151009,0.02576874708650638,0.02465283896189481,0.007589163430404656,0.00897049741734298,0.0036539367231449467,0.03645099138692997,0.04822790133246782,0.01443050024496469,0.011526647779438619,0.01598873695938919,0.010677480281129744,0.034869250818532135,0.044742709657079285,0.0037387292596893504,0.033264906761464666,0.016013083812597556,0.00933007732806123,0.006710319964856038,0.012200453335079124,0.014927315552965094,0.05242302200017537,0.021583174250819494,0.03867167910258771,0.018349550202620114,0.06317074351432542,0.011921624846359852,0.0116918925928973,0.012456646829834734,0.01455086679123585
MSDP,0.11616911720712848,0.0050729015489947085,0.027689362624894652,0.02579127026189163,0.021694211118405086,0.021593691010171674,0.020586336178816042,0.012302204021012376,0.014630224980126082,0.029219652096040362,0.02199749454183051,0.02702868688332645,1.5199300496479773,0.02553748999217382,0.026695499069198547,0.008462965512298802,0.01958685511885775,0.01811966337756852,0.015209361525581267,0.05512761764427755,0.019109467794534384,0.0059514037161168066,0.01623722205064019,0.01911027359662215,0.018040772533600456,0.016626073619585496,0.03461882555025357,0.03591038271229467,0.012594554432232431,0.03601516721320458,0.026398552596194256,0.04581413227618546,0.03212522185770821,0.02589375013227805,0.01260904524542298,0.0075289918480464235,0.03759473842251339,0.008656327539422772,0.0056266092722796115,0.02716623932160099,0.007223198928613988,0.04131526102295148,0.039558413142103704,0.05353854065607913,0.014350300417502584,0.02112002252521762,0.036240109044930115,0.010422215572402426,0.03133525857047371,0.05598833835815717,0.07918386006091661
EORC,0.09813537255993733,0.04634628331191502,0.017581589299687755,0.03296597357665763,0.02573708474119709,0.022553518604444114,0.019694939978727406,0.03613406284306944,0.02406831074337199,0.03287843952560497,0.040986744399153695,0.043873899220211135,0.02553748999217382,1.5216142778830972,0.05822834025910277,0.013244864438928779,0.02075997676489562,0.017872867592976325,0.006524978723175853,0.017496879761423997,0.022437864051079615,0.004219336268054891,0.00941822547002667,0.011783722679749815,0.007258980244055784,0.010366157998415278,0.010291634205148344,0.030827823573789444,0.038720792462577244,0.015929175886770272,0.006910006377319774,0.008769758438363896,0.010622287762986737,0.03814273618761377,0.03486980551638579,0.009413525254501821,0.01538007621550909,0.01000514980236648,0.007949943380071094,0.023739622589404694,0.01450646753976799,0.01673073827350663,0.046842060504285785,0.01807273536983088,0.05643885082126491,0.03438473352190989,0.046968208659617566,0.00544833245269585,0.024111719639328906,0.009409117788613874,0.023802099360128733
CUBO,0.15050844280875314,0.045806512686667605,0.03270081896570413,0.08299205608840629,0.02946176121717029,0.046450844305814636,0.02542172182809504,0.059029457741389416,0.04430666308857356,0.05925645473924125,0.03738169754290984,0.050301117801707686,0.02669549906919854,0.05822834025910278,1.5218330001863984,0.047661089656169095,0.028849165866207657,0.028179948340128075,0.011349240347886364,0.01871966055393523,0.058937444878256855,0.016219584789361082,0.018495295825746612,0.030452115835210347,0.016603363220162953,0.01806447098215625,0.008730680293660621,0.04176743630541302,0.07231375496570128,0.019285186321347805,0.014226390194176597,0.01571774500229372,0.016529567964831786,0.06168374320951811,0.04741984747749911,0.01631624733122568,0.0289579895871167,0.00855267850407998,0.020439094379068733,0.018025476697597315,0.025971024132757564,0.02120135881782436,0.08557036304375713,0.020410891931418124,0.06621319386218807,0.027712964467152476,0.07923213177564223,0.014961255625213894,0.016909137746978827,0.020079870385697574,0.03096678354434603
HRET,0.06964341190339535,0.016686971233421118,0.008535935074441347,0.07887640717701773,0.0043967213603992895,0.013380782397889299,0.017445349933664714,0.020520730522310016,0.020781085862761367,0.03024718411932675,0.02171846878980034,0.026291104366319505,0.008462965512298802,0.013244864438928777,0.047661089656169095,1.5101792009091881,0.009962973494136444,0.01660365095788385,0.0006713407907510101,0.0028070845574606398,0.022366917156998463,0.010699135916056843,0.009727062478797257,0.020435250847078625,0.009594568639719206,0.001243744751768668,0.005377700009495694,0.009068360256065534,0.023555408402458254,0.007938708855078472,0.007151868256488694,0.009717850017227983,0.011967646713519992,0.03115041233714229,0.03620931129368183,0.0022647121311025085,0.010532179242884958,0.011939612283344364,0.009267930634067263,0.012342332988680028,0.021636662867339902,0.017090421240767477,0.05115512445012463,0.0056693354649500136,0.011991115062891196,0.015095990908239328,0.036028843794049824,0.014985608889695336,0.0029168454379505885,0.008323431834811563,0.010555959683906067
ANSO,0.07137429181523973,0.020092701144103595,0.019932213957693463,0.052497763918103645,0.01591726318790803,0.029737926503495077,0.00874167519298732,0.025150655699385335,0.02835873204577747,0.038945473921152066,0.02118757136580885,0.01903918256398187,0.019586855118857757,0.02075997676489562,0.028849165866207657,0.009962973494136442,1.5138972374810742,0.01347086649130081,0.0014357846511696085,0.023157618430784496,0.029747344440252378,0.0035099716605926454,0.007874358295947525,0.017289094802830605,0.006472950703305433,0.0039804757261099055,0.019764451133246465,0.04152021679860346,0.03133683483178713,0.020541682155879287,0.014359832679924793,0.00395402539171941,0.008668386735147934,0.0382081086659692,0.038154476372542184,0.0048821636880737925,0.011754480385222994,0.006150813565286128,0.0045781508064269665,0.009122983032838724,0.013650415701648242,0.02550484951764831,0.0524340799860721,0.016952110834885868,0.045345270352667034,0.01785784997951587,0.045972677221852956,0.014293256352804894,0.014291222615574549,0.02090715637045973,0.01302067815571261
DIHO,0.07334799482235496,0.007610798836170987,0.011750058292043657,0.024480734693382567,0.01693481477335418,0.013842929881852394,0.004791663417415335,0.02937403255008046,0.004883224180389853,0.018943071415674265,0.007881520538320077,0.007007884887570539,0.01811966337756852,0.01787286759297633,0.028179948340128075,0.01660365095788385,0.013470866491300814,1.5354662418273812,0.0034162420036539087,0.015230443845453849,0.00501327779726131,0.014296677286858364,0.020420147304124586,0.019183824476745923,0.004633664624272334,0.010920331209983689,0.0312899999772071,0.013610167791265886,0.004557236464086321,0.020716660358471625,0.03152326573103098,0.040682639463095804,0.011069852236343658,0.015567632712931385,0.006203242821110589,0.010048590353034487,0.026717995902149273,0.003399322207997685,0.025069238703930154,0.020895112436598307,0.015953566294989854,0.028647124585374738,0.01492859462699702,0.030795931975261176,0.017861230698488557,0.010325927146307288,0.034167727617047214,0.016955896268499665,0.019675262407982893,0.0157967008131895,0.03212715451933878
RTTH,0.05335729411931904,0.0022527138572049493,0.0032849941547254853,0.006914974467007173,0.010930351825998011,0.006060150397642832,0.0019194532199279437,0.00021401953348205408,0.005855041100239116,0.004310401935120684,0.0041637437441123856,0.006933546908708857,0.015209361525581264,0.006524978723175853,0.011349240347886364,0.0006713407907510101,0.0014357846511696103,0.003416242003653912,1.5260151786990175,0.01666235581861185,0.008617566567522106,0.01763947641280332,0.016273545217906304,0.00879681325852539,0.03926405994870631,0.025432856054289237,0.0035071134466121423,0.004002202776812803,0.0030783137024330207,0.005338255237232536,0.023289948146576103,0.012663563145343844,0.0046134442132959134,0.004520372163397358,0.002000328879213316,0.025484573052959186,0.004607820341046728,0.034180819702078376,0.006556880521520328,0.005876917440512426,0.0063846833208954235,0.013300434135465115,0.014574643718190013,0.0169310153237111,0.006390957171761882,0.006442377861635529,0.007828846215714134,0.011752656218708676,0.00925488446918031,0.007960546459255025,0.01253683755593226
SPLZ,0.06788215972358154,0.004147613409835061,0.009769523949789728,0.01303928330970515,0.00872955420358702,0.007533578675820836,0.012324219089764527,0.006922695502873,0.005336359599661802,0.015022965377222745,0.009791466817746841,0.005822563523136459,0.05512761764427753,0.01749687976142399,0.01871966055393523,0.002807084557460638,0.023157618430784496,0.015230443845453846,0.01666235581861185,1.5065386841877935,0.005198470410786214,0.018969045614531492,0.02855508025113203,0.0321407349974351,0.018394578929745567,0.005808778812175258,0.021088035637839772,0.01146177159534302,0.00963815066108592,0.0329126253241315,0.012294304964109552,0.02838188539511749,0.008794519890596875,0.017636506553205873,0.023578514617522042,0.010472072829235686,0.021090594929294937,0.023959883098259013,0.017630814216284842,0.03156164659131499,0.005822736180238748,0.03691354713767487,0.023131945635176208,0.014046599363155061,0.007159788132946297,0.01582089069235628,0.007675789961701866,0.03229257802044366,0.03397304181475798,0.04602260596650514,0.054843806513988826
NWIG,0.08497188903912929,0.031049307521169182,0.01608139847930619,0.025065947156144165,0.014817799607652733,0.011730271414233644,0.008026161902837097,0.014749157462929534,0.02339281524029274,0.031765189916070004,0.01460310128186176,0.02331830154939437,0.019109467794534384,0.02243786405107962,0.058937444878256855,0.022366917156998463,0.029747344440252378,0.0050132777972613065,0.008617566567522106,0.005198470410786218,1.5385022979296226,0.006677158964926964,0.0066688136441340785,0.016650971445098348,0.01387073022559706,0.009684665316836247,0.014432276938836086,0.025890105718772684,0.04291891447419954,0.02794357612812946,0.009994042962246662,0.010271310840592036,0.010942417052166215,0.033910981206066435,0.052072371620999494,0.0075574395059505375,0.028277392234144938,0.004623375192386359,0.005323899952459507,0.013230574197630525,0.02202003082759791,0.012768007401169519,0.03141069295488988,0.017735032402539968,0.0376236905812858,0.035535729668265674,0.05752348700394495,0.00917384162171482,0.003573602836396121,0.0054435718491905784,0.01050472591345664
MMBT,0.10494442849143237,0.01823125762288416,0.014349135940720653,0.010360560093029436,0.009152034998433093,0.004419483439644337,0.0010979098027247853,0.009208881219287122,0.01894213750277471,0.005682100166151255,0.00931874821255695,0.004191133871151012,0.0059514037161168066,0.004219336268054895,0.016219584789361082,0.010699135916056854,0.0035099716605926437,0.01429667728685836,0.01763947641280332,0.01896904561453149,0.006677158964926967,1.5034358096865907,0.006005106241431003,0.011530737293610926,0.05131798450765385,0.018291516899901564,0.003565740193230191,0.009486577587937695,0.012763753031860885,0.005361442011868802,0.02971049540035286,0.0040932090371924405,0.008602094985023909,0.0029966595930834734,0.002051906833505309,0.03612234984774962,0.007343995238508608,0.02145897170770649,0.0034865074380211157,0.022733251855458242,0.002164792936303446,0.014100971269065045,0.006994834686623631,0.009356511515658418,0.011865292785457008,0.00680631592012575,0.007728554866159278,0.0044451460336403514,0.004582029906998464,0.016395668778914123,0.012215824705566591
MDGI,0.09310182073261543,0.025981285859043635,0.010883322431713246,0.019320599328004645,0.015092695611531811,0.019211889271156142,0.009221670474679311,0.015609892554020323,0.007984522137151711,0.012979362878316442,0.02013280403352194,0.02576874708650638,0.01623722205064019,0.009418225470026664,0.018495295825746612,0.009727062478797264,0.007874358295947528,0.020420147304124593,0.016273545217906298,0.028555080251132035,0.0066688136441340785,0.006005106241431,1.5200777945706663,0.022122704835723234,0.019568611116637418,0.00814680021204454,0.009075882379601108,0.011443497852932492,0.007877365628666607,0.026607829834235996,0.0172948657443759,0.039291259374217735,0.007083231682544364,0.013914762119882521,0.016228005709161955,0.014424159471280285,0.01646423174643092,0.0071838844668769605,0.02513108947731455,0.01369242944422859,0.0069906020194978845,0.03668100965908289,0.013614253239548915,0.05343107301617128,0.013141790963141477,0.016775333655549278,0.02062575312340771,0.006234385678508512,0.008152589121098543,0.012972415703409023,0.019917039508094533
AGVF,0.09963114036005036,0.01950279767752048,0.014761838749961398,0.01725287256133625,0.03478680590866251,0.018962176950394892,0.01167624998281016,0.019240205448683344,0.018196308750017424,0.018094895603506037,0.021610399616673364,0.02465283896189481,0.01911027359662215,0.011783722679749822,0.030452115835210354,0.02043525084707863,0.017289094802830605,0.019183824476745923,0.00879681325852539,0.0321407349974351,0.01665097144509835,0.01153073729361092,0.022122704835723234,1.5333059740961623,0.013327990238567677,0.017412016342945286,0.02148680449932421,0.014091773724499566,0.018202648497505764,0.025097880679708015,0.016624002429246627,0.022656368430775176,0.019609592675162976,0.02493324754224604,0.02764714187390386,0.007956521675434456,0.030247847591185588,0.005148951932026628,0.03128660049329983,0.024637958819850876,0.00838558863159174,0.0422057491947614,0.033564625962420915,0.02445897143275684,0.024397038246454054,0.004572534661541231,0.05264913213083383,0.014093143561354653,0.007472787674154942,0.022295773336367446,0.022214799424620915
RRES,0.08678046715559964,0.006823661628029203,0.01202442193368116,0.020570370289870687,0.023663476339181776,0.010041774179867506,0.005632255246117181,0.007115457741280327,0.0026826970089508483,0.00618463333234388,0.016740260873830067,0.007589163430404652,0.018040772533600466,0.007258980244055788,0.01660336322016296,0.00959456863971921,0.006472950703305433,0.004633664624272334,0.03926405994870631,0.018394578929745567,0.01387073022559706,0.05131798450765384,0.01956861111663742,0.013327990238567674,1.5107505660254987,0.04567210190505173,0.004959054421682273,0.018810210827843597,0.007734641490706375,0.015873393377786912,0.05269584500999183,0.009682223364121414,0.009764944487090525,0.007944863030586332,0.00563464946035531,0.06135271326443608,0.015170841374423885,0.04082511103403858,0.014661059640908934,0.019353641476077908,0.003397496665249416,0.030477521761692893,0.017064145722614978,0.015205465660905741,0.008853079722211374,0.02605863199828724,0.012899872583896518,0.012857883265989977,0.009696196264636883,0.008479959284802888,0.011922161310471593
CTGI,0.08243774280813965,0.006899036148035612,0.0026626737380634684,0.015104089689007543,0.0269512842265357,0.012166985410944367,0.005689022386485734,0.014390621849091234,0.014341681970744584,0.01248327010400713,0.006402583627740238,0.008970497417342984,0.016626073619585492,0.010366157998415289,0.01806447098215625,0.0012437447517686644,0.0039804757261099055,0.010920331209983685,0.02543285605428923,0.005808778812175251,0.00968466531683625,0.018291516899901564,0.008146800212044544,0.017412016342945286,0.045672101905051735,1.5174864358447677,0.005359740292175751,0.010292524117954796,0.009482844649183005,0.019904335002451916,0.03197702895926743,0.01359130424613695,0.01478329679055608,0.004637403764950455,0.012368478071109839,0.04392853036503251,0.01479990976550831,0.02058943326193751,0.010095351226518265,0.009714279266499468,0.006609659513578982,0.014410313252199308,0.02618423745716131,0.02839285465795037,0.01504591197597717,0.022926380127795798,0.01861595954973834,0.003619113814397012,0.013118592761001031,0.00911529932049547,0.011120399563386042
ALUT,0.06404270219490193,0.007205285654793097,0.005526638945068635,0.01610415933124044,0.019821574931322736,0.012652842863249598,0.019581090390358883,0.01758469729106467,0.009472453177878475,0.012596107423775222,0.01329013157434255,0.0036539367231449484,0.034618825550253564,0.010291634205148344,0.008730680293660618,0.005377700009495695,0.019764451133246472,0.0312899999772071,0.0035071134466121458,0.02108803563783978,0.01443227693883609,0.003565740193230192,0.009075882379601111,0.021486804499324205,0.004959054421682273,0.005359740292175756,1.5130288962560174,0.014440193882086637,0.0058346525627754435,0.02632201642386183,0.010313902341135245,0.03397708464969523,0.022794619874829294,0.013920562860428129,0.01298607346214176,0.0022574431570174264,0.019039880990624904,0.010867913269121846,0.014331435507936158,0.014680071870173693,0.007424000434135769,0.02419083517003491,0.004116237669239027,0.038010774506910615,0.01901185958241689,0.0038711002357018146,0.027816851176854916,0.014230298976776523,0.019905363682052542,0.022996073070411162,0.03490795428340612
ACAC,0.10057867075905376,0.04411221207085424,0.0442227238995209,0.03497759604644099,0.022189475055711835,0.03782761290581828,0.00861756687774514,0.04370161811159732,0.04080441642767824,0.03731885634205152,0.034744208228477895,0.036450991386929955,0.03591038271229467,0.030827823573789444,0.041767436305413026,0.009068360256065536,0.04152021679860345,0.013610167791265886,0.004002202776812801,0.011461771595343024,0.025890105718772687,0.009486577587937691,0.011443497852932489,0.014091773724499566,0.018810210827843597,0.0102925241179548,0.014440193882086637,1.493586446640935,0.04653286035220128,0.02896477693338015,0.022057084023688046,0.032126577354405106,0.017452913254328684,0.05030733575198746,0.049945570855854604,0.008200465278558035,0.013260762980831405,0.01276126889515005,0.014145062619336471,0.010750394024213475,0.018168420584194732,0.029228973318363792,0.04537421968542936,0.01925289175666993,0.044895327063369794,0.021333040370579287,0.08755361628984801,0.014688699382510821,0.020491057411871426,0.02081676486473378,0.030993972980258265
